,category,scientific_name,common_names,conservation_status
5333,Vascular Plant,Verbena lasiostachys var. lasiostachys,Western Vervain,
765,Vascular Plant,Centaurea nigra,Lesser Knapweed,
5409,Vascular Plant,Clarkia purpurea ssp. viminea,Winecup Clarkia,
5018,Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,
5814,Vascular Plant,Cuscuta suksdorfii,Mountain Dodder,
2715,Nonvascular Plant,Plagiomnium ciliare,Plagiomnium Moss,
484,Fish,Cyprinella galacturus,Whitetail Shiner,
483,Fish,Cyprinella galactura,Whitetail Shiner,
1242,Vascular Plant,Gaylussacia ursina,Bear Huckleberry,
2452,Vascular Plant,Celtis occidentalis,Common Hackberry,
533,Fish,Etheostoma blennioides,Greenside Darter,
470,Fish,Labidesthes sicculus,Brook Silverside,
4330,Vascular Plant,Ranunculus alismifolius var. davisii,Davis' Buttercup,
4332,Vascular Plant,Ranunculus cymbalaria var. cymbalaria,Alkali Buttercup,
1239,Vascular Plant,Epigaea repens,Trailing Arbutus,
487,Fish,Cyprinella venusta,Blacktail Shiner,
1825,Vascular Plant,Salix X pendulina,Pendulous Willow,
488,Fish,Cyprinella venustus,Blacktail Shiner,
1092,Vascular Plant,Scleranthus annuus,German Knotgrass,
1095,Vascular Plant,Silene dichotoma,Dichotoma Silene,
1041,Vascular Plant,Cardamine parviflora var. arenicola,Sand Bittercress,
2288,Vascular Plant,Poa autumnalis,Autumn Bluegrass,
1213,Vascular Plant,Lonicera maackii,Amur Honeysuckle,
4085,Vascular Plant,Carex filifolia,Threadleaf Sedge,
505,Fish,Notropis telescopus,Telescope Shiner,
5348,Vascular Plant,Fritillaria micrantha,Brown Fritillary,
2717,Nonvascular Plant,Plagiomnium rostratum,Plagiomnium Moss,
789,Vascular Plant,Doellingeria umbellata var. umbellata,Parasol Whitetop,
5176,Vascular Plant,Lupinus rivularis,Riverbank Lupine,
733,Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,
4334,Vascular Plant,Ranunculus eschscholtzii var. eximius,Tundra Buttercup,
2358,Vascular Plant,Dryopteris X separabilis,Hybrid Wood Fern,
5579,Vascular Plant,Deschampsia cespitosa ssp. cespitosa,Tufted Hairgrass,
2800,Nonvascular Plant,Hygrohypnum ochraceum,Hygrohypnum Moss,
2801,Nonvascular Plant,Hygrohypnum subeugyrium,Hygrohypnum Moss,
4752,Vascular Plant,Erigeron barbellulatus,Shining Fleabane,
4759,Vascular Plant,Erigeron eatonii var. sonnei,Eaton's Fleabane,
4760,Vascular Plant,Erigeron elmeri,Elmer's Erigeron,
436,Amphibian,Desmognathus ocoee,Ocoee Salamander,
5727,Vascular Plant,Ivesia santolinoides,Sierra Mousetail,
5562,Vascular Plant,Bromus arenarius,Australian Brome,
2823,Nonvascular Plant,Eurhynchium hians,Eurhynchium Moss,
4383,Vascular Plant,Potentilla ovina var. ovina,Sheep Cinquefoil,
2824,Nonvascular Plant,Eurhynchium pulchellum,Eurhynchium Moss,
2828,Nonvascular Plant,Steerecleus serrulatus,Steerecleus Moss,
2278,Vascular Plant,Paspalum floridanum,Florida Paspalum,
2840,Nonvascular Plant,Clasmatodon parvulus,Clasmatodon Moss,
5730,Vascular Plant,Physocarpus capitatus,Pacific Ninebark,
4481,Mammal,Peromyscus californicus,California Mouse,
4395,Vascular Plant,Spiraea betulifolia var. lucida,Shinyleaf Spirea,
4026,Vascular Plant,Viola purpurea var. venosa,Goosefoot Violet,
2799,Nonvascular Plant,Hygrohypnum molle,Hygrohypnum Moss,
5324,Vascular Plant,Plantago erecta,Dotseed Plantain,
2798,Nonvascular Plant,Hygrohypnum micans,Hygrohypnum Moss,
763,Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,
5572,Vascular Plant,Bromus suksdorfii,Suksdorf's Brome,
1087,Vascular Plant,Paronychia argyrocoma,Silvery Nailwort,
4737,Vascular Plant,Cirsium douglasii var. breweri,Douglas' Thistle,
4738,Vascular Plant,Cirsium occidentale var. californicum,Cobwebby Thistle,
5500,Vascular Plant,Carex tompkinsii,Thompkins' Sedge,
2776,Nonvascular Plant,Racomitrium heterostichum,Racomitrium Moss,
2777,Nonvascular Plant,Racomitrium microcarpon,Racomitrium Moss,
1085,Vascular Plant,Holosteum umbellatum,Jagged Chickweed,
2779,Nonvascular Plant,Schistidium apocarpum,Schistidium Moss,
5354,Vascular Plant,Zigadenus exaltatus,Giant Deathcamas,
1988,Vascular Plant,Carex debilis var. debilis,White Edge Sedge,
5151,Vascular Plant,Lotus micranthus,Desert Deervetch,
5499,Vascular Plant,Carex tiogana,Tioga Pass Sedge,
439,Amphibian,Desmognathus wrighti,Pigmy Salamander,Species of Concern
2794,Nonvascular Plant,Cratoneuron filicinum,Cratoneuron Moss,
5559,Vascular Plant,Aristida divaricata,Poverty Threeawn,
4748,Vascular Plant,Ericameria cuneata var. cuneata,Cliff Goldenbush,
4396,Vascular Plant,Spiraea splendens,Rose Meadowsweet,
2797,Nonvascular Plant,Hygrohypnum eugyrium,Hygrohypnum Moss,
2775,Nonvascular Plant,Racomitrium aciculare,Racomitrium Moss,
549,Fish,Percina aurantiaca,Tangerine Darter,
540,Fish,Etheostoma percnurum,Duskytail Darter,Endangered
5245,Vascular Plant,Scutellaria tuberosa,Danny's Skullcap,
2525,Vascular Plant,Prunus triloba,Flowering Almond,
656,Vascular Plant,Narcissus poeticus,Poet's Narcissus,
5654,Vascular Plant,Polypodium hesperium,Western Polypody,
820,Vascular Plant,Eurybia divaricata,White Wood Aster,
5223,Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,
5248,Vascular Plant,Trichostema oblongum,Oblong Bluecurls,
5222,Vascular Plant,Galium sparsiflorum,Sequoia Bedstraw,
4215,Vascular Plant,Deschampsia cespitosa,Tufted Hairgrass,
4261,Vascular Plant,Poa alpina,Alpine Bluegrass,
4675,Vascular Plant,Triteleia laxa,Ithuriel's Spear,
5274,Vascular Plant,Orobanche californica ssp. grayana,Gray's Broomrape,
4263,Vascular Plant,Poa arida,Plains Bluegrass,
4646,Vascular Plant,Podistera nevadensis,Nevada Podistera,
4267,Vascular Plant,Poa interior,Inland Bluegrass,
4260,Vascular Plant,Piptatherum exiguum,Little Ricegrass,
2574,Vascular Plant,Comandra umbellata,Bastard Toadflax,
4590,Reptile,Sceloporus graciosus,Sagebrush Lizard,
4216,Vascular Plant,Deschampsia danthonioides,Annual Hairgrass,
5637,Vascular Plant,Scribneria bolanderi,Scribner's Grass,
5541,Vascular Plant,Luzula comosa,Pacific Woodrush,
4654,Vascular Plant,Allium amplectens,Narrowleaf Onion,
5641,Vascular Plant,Vulpia microstachys var. confusa,Confusing Fescue,
1916,Vascular Plant,Osmunda claytoniana,Interrupted Fern,
2024,Vascular Plant,Carex oxylepis var. oxylepis,Sharpscale Sedge,
5644,Vascular Plant,Sparganium emersum ssp. emersum,Emersed Bur-Reed,
2558,Vascular Plant,Spiraea japonica,Japanese Spiraea,
2562,Vascular Plant,Spiraea virginiana,Virginia Spiraea,Threatened
4659,Vascular Plant,Allium obtusum var. conspicuum,Red Sierra Onion,
4661,Vascular Plant,Allium tribracteatum,Threebract Onion,Species of Concern
2341,Vascular Plant,Asplenium platyneuron,Ebony Spleenwort,
5627,Vascular Plant,Poa keckii,Keck's Bluegrass,
5646,Vascular Plant,Dryopteris arguta,Coastal Woodfern,
4664,Vascular Plant,Brodiaea elegans ssp. elegans,Harvest Brodiaea,
665,Vascular Plant,Maianthemum canadense,Canada Mayflower,
5228,Vascular Plant,Geranium dissectum,Cutleaf Geranium,
2340,Vascular Plant,Asplenium pinnatifidum,Lobed Spleenwort,
2366,Vascular Plant,Cheilanthes alabamensis,Alabama Lip Fern,
5594,Vascular Plant,Eragrostis pilosa var. pilosa,Indian Lovegrass,
4643,Vascular Plant,Perideridia kelloggii,Kellogg's Yampah,
4205,Vascular Plant,Calamagrostis purpurascens,Purple Reedgrass,
2672,Vascular Plant,Parthenocissus quinquefolia,Virginia Creeper,
573,Fish,Pylodictis olivaris,Flathead Catfish,
571,Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened
2478,Vascular Plant,Choenomeles speciosa,Flowering Quince,
557,Fish,Ichthyomyzon castaneus,Chestnut Lamprey,
5200,Vascular Plant,Quercus garryana var. breweri,Oregon White Oak,
2477,Vascular Plant,Chaenomeles speciosa,Flowering Quince,
4311,Vascular Plant,Corydalis aurea var. aurea,Golden Corydalis,
1853,Vascular Plant,Viola sagittata var. ovata,Arrowleaf Violet,
2474,Vascular Plant,Aronia melanocarpa,Black Chokeberry,
5188,Vascular Plant,Trifolium oliganthum,Fewflower Clover,
2373,Vascular Plant,Phegopteris hexagonoptera,Broad Beech Fern,
4709,Vascular Plant,Artemisia norvegica ssp. saxatilis,Boreal Sagebrush,
4112,Vascular Plant,Carex platylepis,Broadscale Sedge,
545,Fish,Etheostoma swannanoa,Swannanoa Darter,
4319,Vascular Plant,Aquilegia flavescens,Yellow Columbine,
1203,Vascular Plant,Viburnum plicatum,Chinese Viburnum,
4408,Vascular Plant,Sedum rhodanthum,Redpod Stonecrop,
1854,Vascular Plant,Viola sagittata var. sagittata,Arrowleaf Violet,
2481,Vascular Plant,Crataegus flabellata,Fanleaf Hawthorn,
2300,Vascular Plant,Sasa palmata,Broadleaf Bamboo,
2606,Vascular Plant,Hylotelephium spectabile,Chang Yao Ba Bao,
5674,Vascular Plant,Eschscholzia hypecoides,San Benito Poppy,
4282,Vascular Plant,Spartina gracilis,Alkali Cordgrass,
4185,Vascular Plant,Aira caryophyllea,Silver Hairgrass,
4677,Vascular Plant,Triteleia montana,Sierra Triteleia,
5681,Vascular Plant,Aquilegia pubescens,Sierra Columbine,
1951,Vascular Plant,Carex albicans,Whitetinge Sedge,
5516,Vascular Plant,Scirpus diffusus,Umbrella Bulrush,
4169,Vascular Plant,Achnatherum hymenoides,Indian Ricegrass,
712,Vascular Plant,Platanthera flava var. flava,Palegreen Orchid,
713,Vascular Plant,Platanthera flava var. herbiola,Palegreen Orchid,
859,Vascular Plant,Inula helenium,Elecampane Inula,
2014,Vascular Plant,Carex lucorum var. austrolucorum,Blue Ridge Sedge,
592,Vascular Plant,Potamogeton pulcher,Spotted Pondweed,
2049,Vascular Plant,Carex trichocarpa,Hairyfruit Sedge,
4134,Vascular Plant,Eleocharis flavescens var. thermalis,Yellow Spikerush,
1179,Vascular Plant,Philadelphus pubescens var. pubescens,Hoary Mockorange,
2370,Vascular Plant,Pellaea glabella,Dwarf Cliffbrake,
2505,Vascular Plant,Photinia melanocarpa,Black Chokeberry,
4200,Vascular Plant,Bromus inermis var. pumpellianus,Pumpelly's Brome,
500,Fish,Notropis leuciodus,Tennessee Shiner,
2860,Nonvascular Plant,Homomallium adnatum,Homomallium Moss,
932,Vascular Plant,Solidago canadensis var. scabra,Canada Goldenrod,
157,Bird,Ectopistes migratorius,Passenger Pigeon,
3245,Bird,Podiceps grisegena,Red-Necked Grebe,
982,Vascular Plant,Verbesina virginica,White Crownbeard,
5404,Vascular Plant,Clarkia dudleyana,Dudley's Clarkia,
3784,Vascular Plant,Symphoricarpos albus var. laevigatus,Common Snowberry,
3783,Vascular Plant,Lonicera utahensis,Utah Honeysuckle,
141,Bird,Larus philadelphia,Bonaparte's Gull,
3265,Amphibian,Bufo woodhousii,Woodhouse's Toad,
140,Bird,Larus delawarensis,Ring-Billed Gull,
3269,Amphibian,Spea bombifrons,Plains Spadefoot,
133,Bird,Chordeiles minor,Common Nighthawk,
126,Bird,Mergus merganser,Common Merganser,
122,Bird,Lophodytes cucullatus,Hooded Merganser,
119,Bird,Bucephala clangula,Common Goldeneye,
115,Bird,Aythya collaris,Ring-Necked Duck,
3754,Vascular Plant,Polygonum douglasii var. douglasii,Douglas Knotweed,
110,Bird,Anas discors,Blue-Winged Teal,
2128,Vascular Plant,Luzula bulbosa,Bulbous Woodrush,
3752,Vascular Plant,Polygonum bistortoides,American Bistort,
5459,Vascular Plant,Carex amplectens,Claspbract Sedge,
1411,Vascular Plant,Polygala ambigua,Whorled Milkwort,
5458,Vascular Plant,Carex abrupta,Abruptbeak Sedge,
106,Bird,Anas acuta,Northern Pintail,
5464,Vascular Plant,Carex brainerdii,Brainerd's Sedge,
101,Bird,Ictinia mississippiensis,Mississippi Kite,
3236,Bird,Plegadis chihi,White-Faced Ibis,Species of Concern
164,Bird,Falco peregrinus,Peregrine Falcon,Species of Concern
3173,Bird,Spizella breweri,Brewer's Sparrow,Species of Concern
3175,Bird,Zonotrichia querula,Harris's Sparrow,
4893,Vascular Plant,Phacelia eisenii,Eisen's Phacelia,
3178,Bird,Leucosticte atrata,Black Rosy-Finch,
3182,Bird,Spinus psaltria,Lesser Goldfinch,
3835,Vascular Plant,Astragalus cibarius,Browse Milkvetch,
3188,Bird,Icterus bullockii,Bullock's Oriole,
2859,Nonvascular Plant,Herzogiella striatella,Herzogiella Moss,
210,Bird,Spizella passerina,Chipping Sparrow,
3196,Bird,Cardellina pusilla,Wilson's Warbler,
4552,Bird,Setophaga magnolia,Magnolia Warbler,
205,Bird,Passerculus sandwichensis,Savannah Sparrow,
1381,Vascular Plant,Robinia hispida var. rosea,Boynton's Locust,
1384,Vascular Plant,Robinia viscosa var. hartwegii,Hartweg's Locust,
990,Vascular Plant,Lobelia amoena,Southern Lobelia,
3212,Bird,Setophaga tigrina,Cape May Warbler,
4900,Vascular Plant,Phacelia purpusii,Purpus' Phacelia,
4901,Vascular Plant,Phacelia quickii,Quick's Phacelia,
2214,Vascular Plant,Digitaria violascens,Violet Crabgrass,
4549,Bird,Setophaga cerulea,Cerulean Warbler,
3223,Bird,Sialia mexicana,Western Bluebird,Species of Concern
3226,Bird,Empidonax oberholseri,Dusky Flycatcher,
985,Vascular Plant,Xanthium strumarium var. glabratum,Rough Cockleburr,
165,Bird,Falco sparverius,American Kestrel,
3235,Bird,Egretta tricolor,Tricolored Heron,
220,Bird,Coccothraustes vespertinus,Evening Grosbeak,
98,Bird,Circus cyaneus,Northern Harrier,Species of Concern
1544,Vascular Plant,Catalpa bignonioides,Southern Catalpa,
4976,Vascular Plant,Minuartia nuttallii ssp. gracilis,Brittle Sandwort,
1497,Vascular Plant,Diodia teres,Rough Buttonweed,
3400,Vascular Plant,Antennaria racemosa,Raceme Pussytoes,
1446,Vascular Plant,Quercus rubra var. ambigua,Northern Red Oak,
4982,Vascular Plant,Sagina apetala,Annual Pearlwort,
3403,Vascular Plant,Anthemis tinctoria,Golden Chamomile,
3408,Vascular Plant,Arnica latifolia,Broadleaf Arnica,
5802,Vascular Plant,Saxifraga aprica,Sierra Saxifrage,
2171,Vascular Plant,Calamagrostis coarctata,Arctic Reedgrass,
953,Vascular Plant,Sonchus arvensis ssp. uliginosus,Moist Sowthistle,
5014,Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,
3508,Vascular Plant,Pseudognaphalium macounii,Macoun's Cudweed,
3427,Vascular Plant,Centaurea maculosa,Spotted Knapweed,
1484,Vascular Plant,Frasera caroliniensis,American Columbo,
22,Mammal,Mustela,Mink (Or Weasel),
3504,Vascular Plant,Packera paupercula,Balsam Groundsel,
2148,Vascular Plant,Aristida oligantha,Prairie Threeawn,
3502,Vascular Plant,Packera cana,Woolly Groundsel,
3494,Vascular Plant,Machaeranthera canescens var. canescens,Hoary Tansyaster,
3493,Vascular Plant,Logfia arvensis,Field Cottonrose,
1475,Vascular Plant,Asclepias verticillata,Whorled Milkweed,
5011,Vascular Plant,Chorizanthe membranacea,Pink Spineflower,
1464,Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Eastern Bluestar,
3394,Vascular Plant,Antennaria lanata,Woolly Pussytoes,
1545,Vascular Plant,Catalpa speciosa,Northern Catalpa,
1502,Vascular Plant,Galium concinnum,Shining Bedstraw,
968,Vascular Plant,Symphyotrichum puniceum var. puniceum,Purplestem Aster,
3714,Vascular Plant,Silene menziesii var. viscosa,Menzies' Campion,
3713,Vascular Plant,Silene menziesii var. menziesii,Menzies' Campion,
4547,Bird,Myioborus pictus,Painted Redstart,
5026,Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,
1536,Vascular Plant,Isoetes valida,Strong Quillwort,
1415,Vascular Plant,Polygala polygama,Racemed Milkwort,
4940,Vascular Plant,Hirschfeldia incana,Shortpod Mustard,
92,Bird,Accipiter gentilis,Northern Goshawk,
1417,Vascular Plant,Polygala senega var. latifolia,Seneca Snakeroot,
1418,Vascular Plant,Polygala verticillata var. verticillata,Whorled Milkwort,
5406,Vascular Plant,Clarkia heterandra,Mountain Clarkia,
4517,Bird,Callipepla californica,California Quail,
3683,Vascular Plant,Chenopodium pratericola,Desert Goosefoot,
77,Mammal,Tamias striatus,Eastern Chipmunk,
4958,Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,
4959,Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,
3349,Vascular Plant,Allium brevistylum,Shortstyle Onion,
3649,Vascular Plant,Lepidium virginicum var. pubescens,Hairy Pepperweed,
5793,Vascular Plant,Heuchera micrantha,Crevice Alumroot,
3632,Vascular Plant,Draba paysonii var. treleasii,Trelease's Draba,
2176,Vascular Plant,Chasmanthium laxum var. sessiliflorum,Slender Woodoats,
1431,Vascular Plant,Castanea mollissima,Chinese Chestnut,
3610,Vascular Plant,Camelina sativa,Gold-Of-Pleasure,
3587,Vascular Plant,Mertensia alpina,Alpine Bluebells,
2173,Vascular Plant,Chasmanthium laxum,Slender Woodoats,
3839,Vascular Plant,Astragalus gilviflorus var. gilviflorus,Plains Milkvetch,
3831,Vascular Plant,Astragalus alpinus,Alpine Milkvetch,
4805,Vascular Plant,Madia bolanderi,Bolander's Madia,
4012,Vascular Plant,Salix lasiandra var. caudata,Greenleaf Willow,
339,Bird,Colaptes auratus,Northern Flicker,
4827,Vascular Plant,Senecio canus,Woolly Groundsel,
3000,Nonvascular Plant,Sphagnum cuspidatum,Toothed Sphagnum,
772,Vascular Plant,Cirsium carolinianum,Carolina Thistle,
3004,Nonvascular Plant,Sphagnum palustre,Prairie Sphagnum,
4832,Vascular Plant,Senecio pauciflorus,Alpine Groundsel,
3005,Nonvascular Plant,Sphagnum pylaesii,Pylaes' Sphagnum,
332,Bird,Botaurus lentiginosus,American Bittern,Species of Concern
331,Bird,Ardea herodias,Great Blue Heron,Species of Concern
3972,Vascular Plant,Veronica verna,Spring Speedwell,
1736,Vascular Plant,Trillium undulatum,Painted Trillium,
1737,Vascular Plant,Trillium vaseyi,Vasey's Trillium,
4840,Vascular Plant,Sonchus asper ssp. asper,Spiny Sowthistle,
1717,Vascular Plant,Prosartes maculatum,Spotted Mandarin,
4844,Vascular Plant,Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,
907,Vascular Plant,Rudbeckia hirta var. hirta,Black-Eyed Susan,
2878,Nonvascular Plant,Taxiphyllum taxirameum,Taxiphyllum Moss,
899,Vascular Plant,Pseudognaphalium helleri ssp. helleri,Heller's Cudweed,
2995,Nonvascular Plant,Aulacomnium palustre,Aulacomnium Moss,
2994,Nonvascular Plant,Aulacomnium heterostichum,Aulacomnium Moss,
2918,Nonvascular Plant,Calypogeja neesiana,Nees' Calypogeja,
4811,Vascular Plant,Madia yosemitana,Yosemite Tarweed,
2966,Nonvascular Plant,Polytrichum commune,Polytrichum Moss,
4814,Vascular Plant,Monolopia major,Cupped Monolopia,
2969,Nonvascular Plant,Polytrichum pallidisetum,Polytrichum Moss,
2970,Nonvascular Plant,Polytrichum piliferum,Polytrichum Moss,
1023,Vascular Plant,Arabis laevigata var. laevigata,Smooth Rockcress,
2971,Nonvascular Plant,Polytrichum strictum,Polytrichum Moss,
2908,Nonvascular Plant,Abietinella abietina,Abietinella Moss,
4797,Vascular Plant,Hulsea nana,Dwarf Alpinegold,
4847,Vascular Plant,Whitneya dealbata,Mock Leopardbane,
354,Bird,Bubo virginianus,Great Horned Owl,
392,Reptile,Eumeces fasciatus,Five-Lined Skink,
2981,Nonvascular Plant,Gymnostomum aeruginosum,Gymnostomum Moss,
5104,Vascular Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,
3984,Vascular Plant,Xerophyllum tenax,Common Beargrass,
345,Bird,Picoides villosus,Hairy Woodpecker,
344,Bird,Picoides pubescens,Downy Woodpecker,Species of Concern
5484,Vascular Plant,Carex luzulifolia,Littleleaf Sedge,
2900,Nonvascular Plant,Platygyrium repens,Platygyrium Moss,
4791,Vascular Plant,Hieracium gracile,Slender Hawkweed,
5112,Vascular Plant,Linanthus filipes,Thread Linanthus,
1021,Vascular Plant,Arabis laevigata,Smooth Rockcress,
325,Bird,Vireo griseus,White-Eyed Vireo,
4849,Vascular Plant,Wyethia elata,Hall's Mule-Ears,
2251,Vascular Plant,Lolium perenne ssp. multiflorum,Italian Ryegrass,
3119,Bird,Bartramia longicauda,Upland Sandpiper,Species of Concern
254,Bird,Dendroica magnolia,Magnolia Warbler,
5386,Vascular Plant,Viola purpurea ssp. quercetorum,Goosefoot Violet,
2105,Vascular Plant,Trichophorum caespitosus,Deerhair Bulrush,
3131,Bird,Limosa haemastica,Hudsonian Godwit,
5388,Vascular Plant,Viola sheltonii,Shelton's Violet,
249,Bird,Dendroica cerulea,Cerulean Warbler,
3136,Bird,Stercorarius parasiticus,Parasitic Jaeger,
4024,Vascular Plant,Viola orbiculata,Darkwoods Violet,
3141,Bird,Caracara cheriway,Crested Caracara,
3851,Vascular Plant,Hedysarum sulphurescens,White Sweetvetch,
2223,Vascular Plant,Elymus virginicus var. virginicus,Virginia Wildrye,
5743,Vascular Plant,Potentilla pseudosericea,Silky Cinquefoil,
2870,Nonvascular Plant,Platydictya confervoides,Platydictya Moss,
3154,Bird,Bombycilla garrulus,Bohemian Waxwing,
3155,Bird,Calcarius lapponicus,Lapland Longspur,
926,Vascular Plant,Solidago altissima,Canada Goldenrod,
